,Retrieved Context
3995,MO/2014/page_10.pdf
3996,UNP/2013/page_30.pdf
3997,DVN/2012/page_11.pdf
3998,ETR/2008/page_28.pdf
3999,IP/2015/page_66.pdf
4000,IP/2009/page_30.pdf
4001,ETR/2008/page_401.pdf
4002,EW/2004/page_83.pdf
4003,BLL/2010/page_56.pdf
4004,GPN/2016/page_84.pdf
4005,BDX/2009/page_137.pdf
4006,GPN/2009/page_67.pdf
4007,PM/2015/page_32.pdf
4008,AON/2010/page_68.pdf
4009,JKHY/2018/page_26.pdf
4010,TROW/2009/page_23.pdf
4011,ETR/2016/page_22.pdf
4012,IP/2013/page_80.pdf
4013,AES/2003/page_240.pdf
4014,PPG/2018/page_60.pdf
4015,ETR/2008/page_14.pdf
4016,PNC/2018/page_76.pdf
4017,AON/2013/page_54.pdf
4018,WRK/2018/page_111.pdf
4019,JPM/2012/page_110.pdf
4020,RSG/2016/page_170.pdf
4021,ETFC/2013/page_159.pdf
4022,AMT/2016/page_56.pdf
4023,ADBE/2003/page_90.pdf
4024,AAPL/2007/page_52.pdf
4025,C/2008/page_223.pdf
4026,GS/2018/page_133.pdf
4027,HWM/2015/page_164.pdf
4028,ETR/2017/page_101.pdf
4029,BKNG/2018/page_34.pdf
4030,DISH/2002/page_93.pdf
4031,SWKS/2007/page_134.pdf
4032,JPM/2016/page_140.pdf
4033,SNA/2013/page_39.pdf
4034,ETR/2008/page_21.pdf
4035,IP/2007/page_47.pdf
4036,ZBH/2013/page_46.pdf
4037,STT/2017/page_100.pdf
4038,PKG/2006/page_48.pdf
4039,AMT/2004/page_88.pdf
4040,ADBE/2003/page_126.pdf
4041,SNPS/2009/page_68.pdf
4042,DISCA/2017/page_32.pdf
4043,ADI/2009/page_90.pdf
4044,IPG/2017/page_39.pdf
4045,HII/2015/page_98.pdf
4046,RCL/2012/page_16.pdf
4047,GIS/2017/page_95.pdf
4048,APTV/2014/page_44.pdf
4049,DISH/2015/page_148.pdf
4050,UPS/2016/page_34.pdf
4051,MO/2017/page_10.pdf
4052,HWM/2015/page_92.pdf
4053,SLB/2009/page_65.pdf
4054,JPM/2012/page_154.pdf
4055,GS/2012/page_201.pdf
4056,PNC/2018/page_288.pdf
4057,GS/2012/page_150.pdf
4058,RE/2012/page_30.pdf
4059,ETR/2009/page_141.pdf
4060,RE/2012/page_121.pdf
4061,JPM/2012/page_157.pdf
4062,L/2009/page_48.pdf
4063,STT/2012/page_42.pdf
4064,PNC/2008/page_32.pdf
4065,UPS/2013/page_34.pdf
4066,ETR/2009/page_28.pdf
4067,AON/2015/page_37.pdf
4068,PKG/2005/page_23.pdf
4069,ETR/2017/page_352.pdf
4070,UNP/2017/page_50.pdf
4071,RCL/2005/page_90.pdf
4072,WRK/2019/page_103.pdf
4073,C/2018/page_200.pdf
4074,RE/2006/page_31.pdf
4075,ZBH/2018/page_61.pdf
4076,C/2009/page_114.pdf
4077,ETR/2004/page_216.pdf
4078,GPN/2017/page_140.pdf
4079,BLL/2011/page_36.pdf
4080,EMR/2017/page_61.pdf
4081,DVN/2011/page_17.pdf
4082,STT/2011/page_84.pdf
4083,MRO/2008/page_113.pdf
4084,DRE/2013/page_38.pdf
4085,JPM/2008/page_219.pdf
4086,ADBE/2013/page_31.pdf
4087,SLB/2010/page_66.pdf
4088,ADI/2011/page_97.pdf
4089,GIS/2017/page_53.pdf
4090,VRTX/2006/page_113.pdf
4091,GS/2018/page_76.pdf
4092,SLG/2009/page_79.pdf
4093,STT/2011/page_71.pdf
4094,UNP/2011/page_144.pdf
4095,UPS/2007/page_103.pdf
4096,PNC/2011/page_44.pdf
4097,V/2008/page_149.pdf
4098,LMT/2007/page_55.pdf
4099,CME/2010/page_109.pdf
4100,MAA/2017/page_18.pdf
4101,ETR/2016/page_343.pdf
4102,RE/2012/page_31.pdf
4103,ADI/2009/page_114.pdf
4104,AMT/2012/page_44.pdf
4105,RE/2012/page_121.pdf
4106,ADBE/1999/page_25.pdf
4107,UPS/2013/page_56.pdf
4108,DISCA/2011/page_35.pdf
4109,AES/2017/page_85.pdf
4110,ETR/2008/page_356.pdf
4111,INTC/2017/page_45.pdf
4112,UPS/2015/page_108.pdf
4113,INTC/2018/page_45.pdf
4114,AAPL/2011/page_38.pdf
4115,ADBE/2012/page_113.pdf
4116,FIS/2006/page_98.pdf
4117,GPN/2018/page_68.pdf
4118,BDX/2009/page_81.pdf
4119,SLB/2006/page_82.pdf
4120,VRTX/2006/page_112.pdf
4121,BLL/2010/page_59.pdf
4122,ABC/2005/page_40.pdf
4123,MRO/2007/page_44.pdf
4124,UAA/2016/page_74.pdf
4125,FIS/2017/page_92.pdf
4126,AAPL/2014/page_78.pdf
4127,MRO/2006/page_86.pdf
4128,UNP/2012/page_46.pdf
4129,ABMD/2003/page_75.pdf
4130,RSG/2012/page_156.pdf
4131,PKG/2004/page_28.pdf
4132,RE/2014/page_110.pdf
4133,L/2016/page_62.pdf
4134,ECL/2017/page_89.pdf
4135,AAPL/2012/page_38.pdf
4136,EMR/2018/page_138.pdf
4137,AES/2002/page_60.pdf
4138,RL/2017/page_9.pdf
4139,RCL/2016/page_7.pdf
4140,STT/2013/page_175.pdf
4141,MRO/2003/page_65.pdf
4142,ETR/2008/page_152.pdf
4143,ETR/2017/page_249.pdf
4144,AMT/2010/page_89.pdf
4145,MAR/2010/page_55.pdf
4146,ETR/2017/page_38.pdf
4147,IP/2013/page_65.pdf
4148,AES/2017/page_110.pdf
4149,HWM/2016/page_138.pdf
4150,IPG/2018/page_87.pdf
4151,DVN/2015/page_116.pdf
4152,PNC/2012/page_50.pdf
4153,MA/2008/page_123.pdf
4154,BLK/2012/page_31.pdf
4155,UNP/2007/page_118.pdf
4156,AMT/2010/page_305.pdf
4157,HUM/2008/page_18.pdf
4158,C/2010/page_55.pdf
4159,AAPL/2002/page_96.pdf
4160,CAT/2017/page_136.pdf
4161,ETR/2008/page_138.pdf
4162,AAL/2014/page_18.pdf
4163,RE/2006/page_40.pdf
4164,MRO/2006/page_101.pdf
4165,CE/2014/page_42.pdf
4166,PNC/2014/page_107.pdf
4167,GRMN/2004/page_91.pdf
4168,PNC/2014/page_97.pdf
4169,INTC/2017/page_46.pdf
4170,PM/2015/page_84.pdf
4171,BKR/2018/page_105.pdf
4172,MRO/2009/page_137.pdf
4173,AON/2015/page_62.pdf
4174,PNC/2012/page_47.pdf
4175,UPS/2015/page_108.pdf
4176,HWM/2015/page_123.pdf
4177,ABMD/2008/page_165.pdf
4178,IP/2006/page_34.pdf
4179,STT/2009/page_213.pdf
4180,AAPL/2015/page_28.pdf
4181,ZBH/2008/page_103.pdf
4182,REGN/2010/page_72.pdf
4183,ETR/2017/page_120.pdf
4184,EOG/2017/page_100.pdf
4185,JPM/2012/page_110.pdf
4186,WRK/2019/page_49.pdf
4187,ETR/2011/page_104.pdf
4188,LMT/2012/page_43.pdf
4189,AWK/2015/page_112.pdf
4190,JPM/2014/page_212.pdf
4191,INTC/2018/page_53.pdf
4192,AWK/2018/page_79.pdf
4193,JPM/2013/page_56.pdf
4194,MA/2009/page_151.pdf
4195,CB/2010/page_117.pdf
4196,AWK/2015/page_141.pdf
4197,STT/2013/page_71.pdf
4198,ETR/2016/page_31.pdf
4199,JKHY/2009/page_28.pdf
4200,PNC/2009/page_50.pdf
4201,MRO/2014/page_54.pdf
4202,JPM/2003/page_24.pdf
4203,AAP/2011/page_63.pdf
4204,ETFC/2012/page_85.pdf
4205,AES/2016/page_94.pdf
4206,DRE/2007/page_48.pdf
4207,CNC/2006/page_39.pdf
4208,CE/2009/page_35.pdf
4209,KIM/2014/page_108.pdf
4210,AOS/2016/page_11.pdf
4211,VTR/2007/page_89.pdf
4212,AMT/2014/page_131.pdf
4213,IPG/2009/page_97.pdf
4214,EOG/2016/page_94.pdf
4215,ETR/2016/page_382.pdf
4216,EOG/2017/page_98.pdf
4217,ECL/2015/page_70.pdf
4218,ORLY/2017/page_328.pdf
4219,ETR/2008/page_39.pdf
4220,ETR/2009/page_118.pdf
4221,C/2009/page_195.pdf
4222,GS/2015/page_77.pdf
4223,MO/2016/page_82.pdf
4224,HUM/2013/page_22.pdf
4225,RCL/2014/page_7.pdf
4226,ETR/2016/page_106.pdf
4227,EMR/2018/page_78.pdf
4228,ADI/2011/page_83.pdf
4229,K/2012/page_80.pdf
4230,JPM/2012/page_154.pdf
4231,GPN/2015/page_95.pdf
4232,AMT/2010/page_111.pdf
4233,IPG/2018/page_87.pdf
4234,CME/2017/page_99.pdf
4235,BLL/2007/page_46.pdf
4236,PNC/2013/page_232.pdf
4237,GIS/2017/page_81.pdf
4238,DG/2008/page_29.pdf
4239,ETR/2011/page_398.pdf
4240,PNC/2011/page_209.pdf
4241,MAS/2010/page_59.pdf
4242,ETR/2016/page_505.pdf
4243,ADBE/2013/page_69.pdf
4244,SLG/2010/page_89.pdf
4245,AMT/2004/page_91.pdf
4246,ETR/2017/page_17.pdf
4247,SWKS/2010/page_65.pdf
4248,CDNS/2012/page_58.pdf
4249,UAA/2016/page_81.pdf
4250,DG/2009/page_87.pdf
4251,PM/2015/page_28.pdf
4252,STT/2014/page_98.pdf
4253,UNP/2017/page_33.pdf
4254,CDNS/2016/page_30.pdf
4255,MRO/2009/page_107.pdf
4256,CB/2010/page_212.pdf
4257,ADBE/2018/page_54.pdf
4258,MRO/2008/page_42.pdf
4259,CDW/2014/page_55.pdf
4260,MSI/2007/page_73.pdf
4261,LMT/2012/page_46.pdf
4262,GS/2012/page_21.pdf
4263,ETR/2004/page_233.pdf
4264,ETR/2016/page_153.pdf
4265,SLB/2006/page_45.pdf
4266,HST/2007/page_89.pdf
4267,DISCA/2017/page_41.pdf
4268,UNP/2006/page_58.pdf
4269,AAL/2014/page_80.pdf
4270,PM/2017/page_23.pdf
4271,HOLX/2003/page_41.pdf
4272,JPM/2010/page_132.pdf
4273,AAPL/2007/page_91.pdf
4274,PKG/2009/page_63.pdf
4275,ETR/2011/page_30.pdf
4276,AAPL/2015/page_56.pdf
4277,EMN/2016/page_104.pdf
4278,GS/2018/page_174.pdf
4279,EMR/2018/page_41.pdf
4280,ADBE/2011/page_62.pdf
4281,ETR/2013/page_28.pdf
4282,MAS/2010/page_27.pdf
4283,ZBH/2018/page_59.pdf
4284,ADBE/2003/page_113.pdf
4285,C/2017/page_119.pdf
4286,UNP/2013/page_75.pdf
4287,JPM/2015/page_75.pdf
4288,GPN/2018/page_59.pdf
4289,FTV/2017/page_17.pdf
4290,RL/2015/page_11.pdf
4291,ADBE/2013/page_92.pdf
4292,JPM/2014/page_293.pdf
4293,C/2009/page_114.pdf
4294,GPN/2010/page_87.pdf
4295,C/2009/page_200.pdf
4296,JPM/2016/page_148.pdf
4297,EMN/2016/page_107.pdf
4298,STT/2011/page_85.pdf
4299,CB/2008/page_144.pdf
4300,ZBH/2003/page_41.pdf
4301,LMT/2014/page_47.pdf
4302,UA/2009/page_63.pdf
4303,SNA/2013/page_163.pdf
4304,BLL/2007/page_114.pdf
4305,DRE/2002/page_15.pdf
4306,MS/2017/page_116.pdf
4307,BKNG/2017/page_34.pdf
4308,AMT/2012/page_111.pdf
4309,JPM/2015/page_132.pdf
4310,BLL/2007/page_78.pdf
4311,JKHY/2009/page_30.pdf
4312,LKQ/2016/page_96.pdf
4313,AAL/2015/page_114.pdf
4314,BKR/2018/page_59.pdf
4315,MRO/2008/page_113.pdf
4316,UNP/2014/page_16.pdf
4317,DVN/2013/page_77.pdf
4318,HUM/2013/page_22.pdf
4319,STT/2013/page_54.pdf
4320,AMT/2010/page_32.pdf
4321,EW/2014/page_90.pdf
4322,JPM/2017/page_149.pdf
4323,MA/2009/page_115.pdf
4324,LMT/2018/page_39.pdf
4325,CB/2010/page_63.pdf
4326,LMT/2012/page_116.pdf
4327,PKG/2015/page_62.pdf
4328,JPM/2008/page_54.pdf
4329,AMT/2003/page_92.pdf
4330,STT/2001/page_36.pdf
4331,MRO/2008/page_69.pdf
4332,AON/2009/page_70.pdf
4333,ZBH/2002/page_8.pdf
4334,MO/2016/page_10.pdf
4335,ETR/2004/page_22.pdf
4336,HII/2013/page_98.pdf
4337,DISH/2008/page_78.pdf
4338,AAP/2016/page_26.pdf
4339,UNP/2014/page_31.pdf
4340,SLG/2010/page_58.pdf
4341,AAPL/2005/page_67.pdf
4342,ILMN/2008/page_87.pdf
4343,RL/2011/page_14.pdf
4344,AAPL/2010/page_122.pdf
4345,ILMN/2008/page_73.pdf
4346,AMT/2006/page_161.pdf
4347,MAS/2012/page_92.pdf
4348,AES/2003/page_112.pdf
4349,AMT/2005/page_119.pdf
4350,ETR/2016/page_24.pdf
4351,RL/2008/page_21.pdf
4352,GS/2018/page_82.pdf
4353,UNP/2011/page_25.pdf
4354,STT/2001/page_36.pdf
4355,JPM/2009/page_204.pdf
4356,HWM/2016/page_50.pdf
4357,EMN/2006/page_78.pdf
4358,AMT/2004/page_97.pdf
4359,UPS/2017/page_88.pdf
4360,GS/2016/page_93.pdf
4361,MA/2009/page_112.pdf
4362,ETR/2009/page_108.pdf
4363,AON/2009/page_90.pdf
4364,IPG/2012/page_44.pdf
4365,DRE/2010/page_45.pdf
4366,EOG/2017/page_85.pdf
4367,GS/2014/page_160.pdf
4368,AMAT/2014/page_37.pdf
4369,INTC/2015/page_122.pdf
4370,AWK/2018/page_104.pdf
4371,FITB/2013/page_84.pdf
4372,WRK/2018/page_119.pdf
4373,IP/2009/page_38.pdf
4374,C/2008/page_63.pdf
4375,MRO/2012/page_34.pdf
4376,ETR/2016/page_25.pdf
4377,UPS/2012/page_72.pdf
4378,GIS/2006/page_45.pdf
4379,C/2008/page_211.pdf
4380,LMT/2012/page_45.pdf
4381,HUM/2018/page_46.pdf
4382,ZBH/2004/page_356.pdf
4383,DG/2008/page_73.pdf
4384,JKHY/2017/page_50.pdf
4385,UPS/2014/page_35.pdf
4386,PKG/2006/page_76.pdf
4387,ORLY/2015/page_30.pdf
4388,APTV/2018/page_44.pdf
4389,APD/2013/page_73.pdf
4390,PNC/2012/page_157.pdf
4391,ETR/2011/page_364.pdf
4392,ZBH/2009/page_71.pdf
4393,ETFC/2015/page_27.pdf
4394,AMT/2006/page_43.pdf
4395,WRK/2019/page_119.pdf
4396,GPN/2018/page_77.pdf
4397,LLY/2018/page_139.pdf
4398,LMT/2005/page_47.pdf
4399,ETR/2008/page_376.pdf
4400,TROW/2008/page_24.pdf
4401,MMM/2013/page_26.pdf
4402,LMT/2018/page_48.pdf
4403,BLK/2008/page_75.pdf
4404,ETR/2011/page_281.pdf
4405,ETR/2016/page_25.pdf
4406,ILMN/2003/page_88.pdf
4407,RE/2013/page_109.pdf
4408,HII/2018/page_114.pdf
4409,GS/2013/page_61.pdf
4410,GS/2013/page_35.pdf
4411,ORLY/2015/page_28.pdf
4412,AAPL/2002/page_83.pdf
4413,PKG/2001/page_86.pdf
4414,NCLH/2016/page_86.pdf
4415,LKQ/2009/page_100.pdf
4416,AMT/2004/page_31.pdf
4417,JPM/2009/page_197.pdf
4418,ETR/2016/page_505.pdf
4419,ETR/2011/page_146.pdf
4420,MSI/2009/page_70.pdf
4421,INTC/2013/page_50.pdf
4422,HII/2018/page_96.pdf
4423,JPM/2007/page_171.pdf
4424,JPM/2016/page_73.pdf
4425,AMT/2003/page_85.pdf
4426,RE/2013/page_109.pdf
4427,ADI/2012/page_38.pdf
4428,AMT/2008/page_88.pdf
4429,PNC/2008/page_50.pdf
4430,GPN/2017/page_66.pdf
4431,C/2008/page_159.pdf
4432,MAA/2015/page_56.pdf
4433,IP/2005/page_31.pdf
4434,GPN/2008/page_39.pdf
4435,INTC/2013/page_38.pdf
4436,C/2008/page_283.pdf
4437,STT/2011/page_77.pdf
4438,HII/2014/page_124.pdf
4439,UNP/2012/page_25.pdf
4440,HII/2013/page_249.pdf
4441,ADBE/2013/page_70.pdf
4442,JPM/2008/page_290.pdf
4443,AON/2011/page_45.pdf
4444,IP/2005/page_29.pdf
4445,AAPL/2013/page_132.pdf
4446,IP/2012/page_65.pdf
4447,ADBE/2018/page_54.pdf
4448,JPM/2018/page_150.pdf
4449,PPG/2011/page_29.pdf
4450,TMUS/2017/page_87.pdf
4451,JPM/2013/page_132.pdf
4452,ORLY/2017/page_30.pdf
4453,MRO/2009/page_35.pdf
4454,ZBH/2007/page_111.pdf
4455,NWS/2016/page_148.pdf
4456,MAS/2010/page_58.pdf
4457,MMM/2007/page_38.pdf
4458,ETR/2017/page_316.pdf
4459,ECL/2017/page_68.pdf
4460,IP/2018/page_149.pdf
4461,AAL/2014/page_83.pdf
4462,PPG/2013/page_41.pdf
4463,AES/2003/page_55.pdf
4464,VTR/2007/page_213.pdf
4465,TXN/2017/page_100.pdf
4466,C/2010/page_55.pdf
4467,JKHY/2009/page_29.pdf
4468,DISH/2014/page_64.pdf
4469,GIS/2006/page_30.pdf
4470,ANSS/2014/page_47.pdf
4471,JPM/2003/page_37.pdf
4472,GIS/2019/page_53.pdf
4473,ABMD/2015/page_53.pdf
4474,FIS/2012/page_11.pdf
4475,CB/2008/page_125.pdf
4476,RCL/2016/page_29.pdf
4477,GS/2016/page_82.pdf
4478,EW/2016/page_72.pdf
4479,LMT/2013/page_81.pdf
4480,HWM/2016/page_131.pdf
4481,HII/2011/page_334.pdf
4482,GS/2013/page_70.pdf
4483,ADBE/2018/page_72.pdf
4484,UPS/2014/page_61.pdf
4485,JPM/2014/page_149.pdf
4486,C/2010/page_272.pdf
4487,GIS/2006/page_34.pdf
4488,PNC/2012/page_47.pdf
4489,AES/2011/page_55.pdf
4490,ETFC/2007/page_116.pdf
4491,RE/2017/page_51.pdf
4492,AAP/2006/page_63.pdf
4493,DISCA/2008/page_54.pdf
4494,STT/2008/page_139.pdf
4495,TMUS/2016/page_32.pdf
4496,GIS/2008/page_155.pdf
4497,AAPL/2003/page_52.pdf
4498,HIG/2013/page_235.pdf
4499,DVN/2007/page_78.pdf
4500,SNA/2018/page_101.pdf
4501,ETR/2004/page_22.pdf
4502,ETR/2008/page_356.pdf
4503,STT/2006/page_92.pdf
4504,CE/2009/page_121.pdf
4505,UPS/2017/page_34.pdf
4506,C/2009/page_38.pdf
4507,DISH/2014/page_142.pdf
4508,ETR/2013/page_15.pdf
4509,GS/2014/page_177.pdf
4510,ECL/2015/page_109.pdf
4511,RSG/2014/page_93.pdf
4512,UPS/2007/page_33.pdf
4513,AOS/2003/page_66.pdf
4514,GIS/2018/page_75.pdf
4515,ADBE/2003/page_96.pdf
4516,RE/2010/page_70.pdf
4517,C/2015/page_68.pdf
4518,HII/2018/page_68.pdf
4519,DRE/2007/page_63.pdf
4520,PNC/2018/page_43.pdf
4521,C/2017/page_205.pdf
4522,AWK/2017/page_142.pdf
4523,RE/2014/page_129.pdf
4524,C/2010/page_229.pdf
4525,PNC/2011/page_60.pdf
4526,UNP/2012/page_94.pdf
4527,JPM/2007/page_62.pdf
4528,AMT/2003/page_98.pdf
4529,AON/2010/page_260.pdf
4530,PM/2017/page_117.pdf
4531,HIG/2004/page_216.pdf
4532,UNP/2011/page_26.pdf
4533,IQV/2016/page_34.pdf
4534,ETR/2008/page_49.pdf
4535,UA/2011/page_50.pdf
4536,ORLY/2006/page_123.pdf
4537,RSG/2008/page_47.pdf
4538,LMT/2016/page_133.pdf
4539,AAPL/2011/page_38.pdf
4540,MRO/2006/page_128.pdf
4541,HII/2011/page_60.pdf
4542,HII/2011/page_60.pdf
4543,MRO/2004/page_65.pdf
4544,ECL/2016/page_70.pdf
4545,GS/2016/page_161.pdf
4546,GS/2013/page_47.pdf
4547,AWK/2014/page_45.pdf
4548,HII/2015/page_124.pdf
4549,EL/2013/page_137.pdf
4550,SNA/2007/page_63.pdf
4551,JKHY/2017/page_61.pdf
4552,LMT/2014/page_53.pdf
4553,IPG/2009/page_93.pdf
4554,AMT/2010/page_82.pdf
4555,ETR/2004/page_335.pdf
4556,PNC/2013/page_60.pdf
4557,AAPL/2011/page_24.pdf
4558,DRE/2004/page_27.pdf
4559,CMCSA/2004/page_30.pdf
4560,HII/2015/page_94.pdf
4561,C/2010/page_69.pdf
4562,JPM/2014/page_128.pdf
4563,MRO/2015/page_117.pdf
4564,RCL/2012/page_17.pdf
4565,ETR/2011/page_26.pdf
4566,PNC/2011/page_111.pdf
4567,CDNS/2018/page_76.pdf
4568,IPG/2016/page_49.pdf
4569,PNC/2009/page_41.pdf
4570,IPG/2018/page_91.pdf
4571,AMT/2015/page_34.pdf
4572,VLO/2013/page_25.pdf
4573,HOLX/2005/page_59.pdf
4574,LMT/2013/page_32.pdf
4575,MA/2009/page_112.pdf
4576,IPG/2009/page_67.pdf
4577,DISH/2002/page_94.pdf
4578,HIG/2011/page_184.pdf
4579,BLK/2013/page_98.pdf
4580,LMT/2014/page_115.pdf
4581,UAA/2017/page_206.pdf
4582,HII/2015/page_32.pdf
4583,SNA/2012/page_93.pdf
4584,MRO/2004/page_75.pdf
4585,CMCSA/2015/page_37.pdf
4586,HOLX/2007/page_154.pdf
4587,DRE/2010/page_41.pdf
4588,JPM/2017/page_83.pdf
4589,C/2018/page_200.pdf
4590,JPM/2016/page_161.pdf
4591,AMT/2015/page_78.pdf
4592,BLK/2012/page_82.pdf
4593,AWK/2017/page_76.pdf
4594,FIS/2017/page_451.pdf
4595,FITB/2013/page_163.pdf
4596,HWM/2016/page_125.pdf
4597,UPS/2010/page_34.pdf
4598,GPN/2015/page_113.pdf
4599,CME/2010/page_45.pdf
4600,ETFC/2014/page_26.pdf
4601,STZ/2010/page_51.pdf
4602,ALXN/2007/page_96.pdf
4603,AAPL/2008/page_76.pdf
4604,TFX/2018/page_42.pdf
4605,VNO/2007/page_192.pdf
4606,ZBH/2003/page_32.pdf
4607,UA/2005/page_33.pdf
4608,MAS/2017/page_37.pdf
4609,CDW/2017/page_56.pdf
4610,GS/2012/page_63.pdf
4611,DRE/2002/page_13.pdf
4612,SNA/2012/page_84.pdf
4613,JPM/2008/page_281.pdf
4614,AMT/2007/page_67.pdf
4615,GIS/2018/page_37.pdf
4616,MAS/2012/page_92.pdf
4617,AMAT/2014/page_150.pdf
4618,UNP/2010/page_25.pdf
4619,IP/2013/page_70.pdf
4620,EW/2016/page_62.pdf
4621,CB/2009/page_212.pdf
4622,MAA/2017/page_18.pdf
4623,CAG/2007/page_49.pdf
4624,AWK/2015/page_107.pdf
4625,CME/2010/page_34.pdf
4626,KMI/2016/page_123.pdf
4627,GPN/2017/page_31.pdf
4628,AMT/2007/page_103.pdf
4629,AES/2001/page_69.pdf
4630,C/2009/page_306.pdf
4631,IP/2012/page_45.pdf
4632,CDW/2015/page_85.pdf
4633,ADI/2009/page_61.pdf
4634,ETR/2017/page_401.pdf
4635,CB/2010/page_302.pdf
4636,CME/2017/page_76.pdf
4637,CE/2010/page_134.pdf
4638,IPG/2018/page_53.pdf
4639,ETR/2013/page_59.pdf
4640,SNA/2012/page_83.pdf
4641,JKHY/2016/page_60.pdf
4642,FIS/2007/page_48.pdf
4643,ETR/2009/page_33.pdf
4644,APD/2014/page_32.pdf
4645,RCL/2012/page_17.pdf
4646,MSI/2013/page_94.pdf
4647,MS/2013/page_235.pdf
4648,HWM/2015/page_80.pdf
4649,CME/2012/page_42.pdf
4650,WELL/2017/page_116.pdf
4651,MO/2017/page_65.pdf
4652,MA/2009/page_100.pdf
4653,GS/2014/page_76.pdf
4654,PNC/2014/page_94.pdf
4655,ETR/2016/page_444.pdf
4656,LMT/2015/page_55.pdf
4657,MAA/2015/page_57.pdf
4658,PNC/2013/page_66.pdf
4659,HOLX/2011/page_107.pdf
4660,CNC/2003/page_33.pdf
4661,APD/2013/page_50.pdf
4662,GS/2012/page_266.pdf
4663,HII/2015/page_167.pdf
4664,JPM/2008/page_83.pdf
4665,UPS/2009/page_84.pdf
4666,ETR/2011/page_435.pdf
4667,ABMD/2008/page_52.pdf
4668,RL/2015/page_11.pdf
4669,PNC/2012/page_46.pdf
4670,AWK/2017/page_25.pdf
4671,D/2002/page_39.pdf
4672,BLK/2012/page_169.pdf
4673,SLB/2010/page_199.pdf
4674,UNP/2013/page_35.pdf
4675,ETR/2004/page_125.pdf
4676,AMT/2007/page_89.pdf
4677,HII/2011/page_100.pdf
4678,JPM/2013/page_93.pdf
4679,PKG/2005/page_73.pdf
4680,UNP/2009/page_34.pdf
4681,UNP/2009/page_128.pdf
4682,LMT/2010/page_38.pdf
4683,ETR/2008/page_22.pdf
4684,IP/2012/page_98.pdf
4685,AMT/2005/page_56.pdf
4686,FITB/2008/page_242.pdf
4687,HOLX/2008/page_140.pdf
4688,AWK/2018/page_95.pdf
4689,UNP/2006/page_52.pdf
4690,EW/2004/page_83.pdf
4691,UNP/2012/page_26.pdf
4692,AON/2015/page_82.pdf
4693,FIS/2017/page_94.pdf
4694,SWKS/2012/page_86.pdf
4695,GIS/2006/page_34.pdf
4697,AON/2010/page_65.pdf
4698,GPN/2013/page_113.pdf
4699,HOLX/2008/page_128.pdf
4700,CAT/2018/page_38.pdf
4701,CB/2008/page_186.pdf
4702,CDNS/2012/page_58.pdf
4703,SLG/2002/page_95.pdf
4704,IPG/2016/page_322.pdf
4705,AMT/2012/page_44.pdf
4706,C/2010/page_272.pdf
4707,UPS/2017/page_58.pdf
4708,AON/2009/page_70.pdf
4709,RSG/2014/page_123.pdf
4710,AWK/2015/page_112.pdf
4711,RSG/2014/page_16.pdf
4712,HIG/2004/page_298.pdf
4713,ADI/2011/page_72.pdf
4714,JPM/2009/page_132.pdf
4715,AES/2001/page_100.pdf
4716,IPG/2013/page_59.pdf
4717,AMT/2012/page_129.pdf
4718,AAPL/2007/page_83.pdf
4719,AWK/2015/page_112.pdf
4720,HUM/2010/page_101.pdf
4721,AMT/2005/page_186.pdf
4722,GS/2012/page_97.pdf
4723,ECL/2017/page_131.pdf
4724,HIG/2011/page_195.pdf
4725,IPG/2013/page_47.pdf
4726,FIS/2012/page_11.pdf
4727,UPS/2012/page_51.pdf
4728,DG/2008/page_67.pdf
4729,ADBE/2012/page_86.pdf
4730,ETR/2017/page_102.pdf
4731,K/2012/page_34.pdf
4732,BDX/2009/page_81.pdf
4733,MSI/2005/page_64.pdf
4734,AES/2012/page_223.pdf
4735,APTV/2018/page_36.pdf
4736,C/2009/page_255.pdf
4737,SLG/2017/page_112.pdf
4738,HIG/2004/page_415.pdf
4739,AMT/2007/page_16.pdf
4740,AAL/2014/page_155.pdf
4741,MKTX/2011/page_43.pdf
4742,APD/2018/page_65.pdf
4743,GPN/2015/page_95.pdf
4744,RSG/2015/page_139.pdf
4745,RSG/2013/page_92.pdf
4746,PM/2017/page_23.pdf
4747,KMI/2016/page_17.pdf
4748,AES/2001/page_77.pdf
4749,IPG/2018/page_78.pdf
4750,MS/2013/page_85.pdf
4751,GS/2018/page_45.pdf
4752,HUM/2007/page_18.pdf
4753,C/2017/page_119.pdf
4754,DISCA/2013/page_39.pdf
4755,AON/2007/page_180.pdf
4756,AON/2011/page_38.pdf
4757,CB/2008/page_233.pdf
4758,RSG/2014/page_128.pdf
4759,AMT/2007/page_103.pdf
4760,ABMD/2003/page_79.pdf
4761,AMT/2014/page_79.pdf
4762,ABC/2005/page_40.pdf
4763,SNPS/2006/page_65.pdf
4764,PNC/2011/page_209.pdf
4765,AMT/2008/page_61.pdf
4766,UNP/2014/page_14.pdf
4767,JKHY/2016/page_26.pdf
4768,ETR/2017/page_325.pdf
4769,PNC/2013/page_94.pdf
4770,JKHY/2019/page_17.pdf
4771,LMT/2012/page_81.pdf
4772,MMM/2012/page_82.pdf
4773,UNP/2006/page_57.pdf
4774,DRE/2010/page_62.pdf
4775,MS/2013/page_223.pdf
4776,MA/2009/page_125.pdf
4777,RL/2013/page_13.pdf
4778,JPM/2012/page_151.pdf
